Defect,Para01,Para02,Para03,Para04,Para05,Para06,Para07,Para08,Para09,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23,Para24,Para25,Para26,Para27,Para28,Para29,Para30,Para31,Para32,Para33,Para34,Para35,Para36,Para37,Para38,Para39,Para40,Para41,Para42,Para43,Para44,Para45,Para46,Para47,Para48,Para49,Para50,Para51,Para52,Para53,Para54,Para55,Para56,Para57,Para58,Para59,Para60,Para61,Para62,Para63,Para64,Para65,Para66,Para67,Para68,Para69,Para70,Para71
OK,21.2,59.74,53.39,23.06,102.61,11.35,24.3,75.49,11.33,14.44,120.98,11.45,22.51,91.2,11.45,12.71,83.73,11.38,10.61,94.6,0.2204,16.66,60.65,-171.51,21.29,96.74,-63.309,14.9,113.26,0.049,10.34,113.85,0.061,10.52,128.47,0.059,20.96,89.7,0.044,27.37,93.41,0.054,29.68,104.57,0.338,16.43,106.74,0.187,10.53,69.99,0.353,27.94,120.57,0.187,23.44,105.9,0.215,26.92,95.37,23.03,24.05,113.84,22.98,10.9,109.26,23.1,16.4,107.96,23.04,27.39,22.89
OK,14.99,121.93,54.48,16.74,112.57,11.31,18.07,99.12,11.33,19.93,83.81,11.42,17.13,77.92,11.45,18.16,62.55,11.42,27.63,107.53,0.2202,13.75,104.05,-39.67,17.84,84.87,-30.627,28.35,88.38,0.051,18.83,95.21,0.066,29.6,139.06,0.049,20.18,82.93,0.056,14.82,71.17,0.042,25.69,101.63,0.328,19.37,108.46,0.158,22.13,79.91,0.331,23.73,93.26,0.212,18.36,108.96,0.234,29.42,82.46,23.04,21.81,105.72,22.98,22.73,80.78,23.13,27.88,112.94,23.03,23.68,22.92
OK,29.65,108.66,53.47,23.68,91.54,11.31,25.65,105.05,11.33,25.09,89.3,11.47,13.25,114.55,11.4,10.84,102.3,11.4,28.04,76.39,0.2209,10.72,101.01,41.5,29.14,119.89,-23.125,26.6,113.91,0.059,15.77,122.07,0.071,29.88,78.86,0.046,28.95,98.31,0.061,11.26,111.65,0.051,17.34,93.92,0.2,25.51,85.02,0.237,27.47,56.72,0.348,15.24,97.07,0.254,11.65,95.99,0.234,27.93,91.36,23.09,11.7,60.63,23.01,20.16,115.22,23.14,17.6,105.64,23.03,29.04,22.89
OK,27.47,102.04,54.66,23.17,95.66,11.31,17.02,82.79,11.31,24.83,111.3,11.42,15.23,125.36,11.4,26.61,92.93,11.42,23.3,116.58,0.2202,11.33,95.11,-51.27,23.1,97.27,-44.554,23.16,91.47,0.054,15.68,136.95,0.061,14.28,122.95,0.059,19.55,106.41,0.056,11.89,76.35,0.049,27.62,83.52,0.333,11.49,102.93,0.168,15.42,126.37,0.291,28.55,118.64,0.178,22.21,101.11,0.237,21.24,122.1,23.06,17.08,125.91,22.97,19.15,93.11,23.12,13.69,110.42,23.02,17.72,22.91
OK,16.69,162.47,54.57,13.06,107.51,11.33,15.55,116.44,11.33,19.38,84.92,11.42,10.46,119.67,11.42,19.1,117.46,11.45,29.24,101.75,0.2208,24.89,114.08,-1.83,14.3,110.32,-6.629,11.03,97.13,0.051,18.29,131,0.064,22.88,96.05,0.069,28.53,99.91,0.069,16.24,122.39,0.076,11.96,123.44,0.178,16.75,100.47,0.202,28.7,93.88,0.269,25.33,74.47,0.197,27.7,88.03,0.234,29.97,159.02,23.06,22.14,82.72,22.97,17.49,66.89,23.13,27.55,86.99,23.03,12.03,22.89
OK,20.36,74.51,54.63,17.41,89.08,11.33,15.5,70.8,11.35,21.21,83.03,11.4,13.8,103.85,11.42,13.9,101.66,11.4,23.83,110.59,0.2207,21,66.59,-20.75,28.71,84.43,5.549,12.23,102.18,0.056,18.89,116.19,0.064,11.71,120.84,0.071,20.68,67.92,0.054,14.6,108.12,0.061,15.85,128.72,0.212,20.94,99.11,0.239,14.34,117.96,0.281,26.39,83.49,0.225,28.68,90.57,0.234,20.94,94.8,23.09,22.22,86.94,22.99,27.71,82.26,23.13,29.44,95.14,23.05,20.3,22.9
OK,29.16,108.62,54.16,29.43,126.55,11.33,29.69,73.15,11.33,22.8,109.92,11.4,28.77,97.89,11.4,27.77,43.13,11.45,16.18,80.92,0.2202,10.88,71.35,-109.86,10.96,75.4,-68.911,18.43,84.9,0.054,14.98,114.94,0.066,26.82,103.97,0.061,21.54,84.66,0.074,20.16,99.96,0.039,24.63,90.5,0.398,24.16,109.87,0.279,13,124.87,0.318,16.64,72.33,0.197,15.5,77.19,0.259,16.02,93.41,23.08,28.19,111.79,22.98,20.78,102.44,23.1,10.97,114.73,23.07,16.24,22.89
OK,27.28,83.58,54.31,10.97,96.54,11.31,22.26,149.43,11.35,10.25,120.14,11.4,20.98,69.44,11.42,20.39,86.39,11.42,28.74,117.26,0.2206,23.65,118.64,-29.29,13.52,113.83,-2.311,13.24,95.86,0.051,19.4,72.28,0.064,28.27,137.87,0.064,24.03,101.13,0.069,25.43,88.14,0.049,16.56,77.68,0.318,24.68,108.93,0.244,28.44,119.78,0.289,27.12,91.5,0.202,12.39,82.1,0.249,14.04,118.8,23.09,16.6,90.12,22.99,26.84,124.63,23.14,10.63,78.99,23.04,28.59,22.89
OK,10.9,127.04,53.43,20.89,112.65,11.31,22.79,112.33,11.33,23.68,99.82,11.42,24.02,96.78,11.42,28.89,84.38,11.42,17.44,129.5,0.2207,18.03,92.64,-7.93,26.93,142.44,-43.268,18.79,112.35,0.061,20.12,99.17,0.061,24.01,112.69,0.076,13.91,123.68,0.074,14.83,152.52,0.061,26.98,105.79,0.212,23.82,111.4,0.227,10.87,91.02,0.341,17.93,122.67,0.222,23.89,85.21,0.237,21.95,90.15,23.08,27.12,145.58,22.97,18.68,102.46,23.13,12.73,75.87,23.06,27.97,22.9
OK,10.63,102.91,53.03,15.58,122.95,11.31,22.29,89.76,11.3,19.38,119.46,11.42,23.83,87.92,11.42,18.06,65.72,11.43,24.59,77.68,0.2209,26.02,93.85,-337.54,25.68,120.56,-94.863,20.85,162,0.054,16.84,101.79,0.064,20.69,108.8,0.039,14.01,90.27,0.056,13.15,97.37,0.054,24.43,99.08,0.314,17.83,117.92,0.18,25.49,130.67,0.326,24.85,90.13,0.202,18.93,103.57,0.222,27.5,89.4,23.08,11.31,71.07,23.01,22.36,90.08,23.13,28.16,73.14,23.05,13.07,22.93
OK,25.22,115.14,54.37,22.91,91.11,11.31,13.29,119.61,11.31,21.43,84.83,11.42,10.59,124.22,11.38,12.11,101.08,11.4,25.47,90.72,0.2204,13.91,112.17,-90.33,16.16,110.07,-13.463,15.36,60.22,0.054,15.28,92.41,0.066,15.3,55.18,0.079,19.43,101.62,0.074,21.77,104.45,0.056,19.34,82.62,0.262,14.11,68.85,0.254,19.89,101.61,0.306,24.79,117.32,0.2,24.79,122.63,0.284,25.97,89.18,23.09,25.31,79.22,22.98,15.23,90.39,23.13,26.53,88.2,23.07,26.94,22.92
OK,17.46,123.28,54.48,14.27,102.55,11.31,10.92,111.62,11.33,25.2,67.15,11.45,25.2,114.06,11.42,27.27,109.67,11.45,12.04,122.86,0.2201,28.35,72.79,-147.71,28.4,95.4,-13.617,25.68,109.45,0.061,13.14,101.41,0.061,22.07,71.96,0.049,28.56,92.39,0.059,25.64,114.17,0.054,28.09,139.55,0.244,10.46,63.09,0.264,17.46,91.62,0.321,24,90.14,0.192,17.83,102.97,0.249,18.8,84.46,23.08,13.95,93.54,23,11.43,79.97,23.13,25.87,120.99,23.06,22.88,22.89
OK,23.61,107.06,54.14,14.03,73.03,11.31,21.73,69.28,11.33,13.7,87.98,11.43,14.66,76.8,11.42,29.49,94.59,11.42,14.08,82.81,0.2202,18.42,124.9,-415.06,26.83,95.68,-86.229,29.7,98.11,0.061,26.5,102.2,0.061,23.75,117.05,0.066,25.68,94.71,0.061,25.75,88.11,0.039,22.42,113.29,0.237,10.9,88.31,0.202,15.07,85.76,0.294,26.92,115.23,0.267,20.59,98.41,0.242,14.1,139.25,23.09,11.06,96.86,22.99,26.98,140.2,23.15,15.13,76.02,23.07,24,22.93
OK,28.05,106.39,54.27,13.87,123.03,11.31,11.68,99.85,11.35,19.41,101.56,11.45,18.15,87.22,11.4,20.39,100.95,11.45,26.23,96.68,0.2201,11.47,95.17,-20.75,21.5,98.6,-6.68,23.99,96.16,0.054,18.35,67.83,0.066,15.15,115.09,0.054,15.42,99.99,0.056,23.88,145.91,0.039,12.97,110.63,0.244,13.34,111.25,0.229,26.38,98.1,0.316,25.4,97.25,0.187,25.82,85.06,0.239,11.35,71.54,23.09,25.17,77.24,22.98,25.59,67.42,23.14,25.2,87.47,23.05,14.49,22.92
OK,20.94,72.24,53.46,18.92,63.52,11.33,20.87,100.96,11.33,23.37,111.32,11.42,17.96,138.16,11.42,26.34,79.82,11.42,20.61,61.5,0.2203,24.03,123.31,39.06,17.67,109.58,27.492,27.11,122.92,0.059,22.75,83.58,0.064,26.63,88.07,0.046,16.8,98.15,0.064,17.55,87.78,0.044,10.18,75.68,0.187,16.34,110.67,0.225,12.39,62.88,0.361,15.96,131.72,0.19,27.59,89.43,0.222,13.84,102.1,23.09,25.07,133.35,22.99,26.76,123.61,23.14,25.01,104.68,23.05,13.19,22.92
OK,22.18,82.48,54.03,26.18,117.53,11.31,27.8,131.37,11.31,12.29,102.86,11.4,25.12,72.32,11.4,27.53,85.2,11.42,24.21,95.42,0.2203,18.8,111.87,-73.24,29.31,97.67,-51.233,17.14,90.99,0.066,11.06,100.6,0.061,10.03,113.28,0.059,19.41,85.65,0.049,21.1,124.27,0.064,21.63,72.2,0.212,24.02,122.65,0.143,10.47,87.58,0.341,12.07,116.87,0.22,11.94,94.9,0.262,16.48,88.47,23.08,15.6,119.94,22.97,13.3,112.29,23.13,16.21,84,23.09,26.76,22.9
OK,15.92,73.9,54.26,22.6,102.14,11.33,16.87,138.04,11.31,29.16,103.86,11.4,26.52,93.94,11.45,20.75,100.88,11.42,28.17,115.62,0.2205,13.27,155.56,53.1,29.72,84.18,-0.718,16.13,84.53,0.061,28.84,103.82,0.061,24.32,85.76,0.074,10.56,88.32,0.051,10.88,123.81,0.066,15.27,76.82,0.247,11.11,125.81,0.249,27.55,105.3,0.237,15.15,121.53,0.19,24.43,86.02,0.205,12.79,120,23.09,20.3,69.31,23,22.02,95.32,23.16,18.71,100.54,23.09,13.72,22.93
OK,16.83,91.94,54.25,16.29,121.67,11.33,12.35,74.33,11.33,14.44,107.24,11.42,17.91,111.73,11.42,20.18,109.39,11.42,15.52,85.1,0.2207,10.54,115.98,27.46,28.28,115.23,-28.418,21.56,99.32,0.046,28.27,104.12,0.076,20.86,74.48,0.056,19.59,112.18,0.061,26.67,125.18,0.051,20.42,138.07,0.257,24.87,90.4,0.22,26.29,88.6,0.242,19.45,96.94,0.192,25.96,111.99,0.314,16.74,121.06,23.11,20.33,113.24,23.01,27.02,89.21,23.15,15.31,146.31,23.07,29.14,22.95
OK,23.96,95.56,53.24,15.6,130.39,11.33,19.78,90.14,11.37,17.52,93.62,11.45,25.16,97.38,11.42,24.39,96.78,11.4,18.51,122.02,0.2202,14.73,119.23,-98.27,13.33,131.32,-36.074,28.98,119.77,0.054,24.34,83.85,0.064,20.24,93.62,0.051,12.91,94.32,0.051,10.97,94.16,0.051,18.79,98.4,0.168,16.54,116.8,0.252,28.8,154.58,0.276,16.47,109.26,0.207,13.86,64.28,0.232,15.64,83.36,23.08,11.17,96.1,22.99,16.82,85.3,23.16,28.48,113.53,23.07,20.53,22.92
OK,19.32,94.72,54.52,27.63,88.41,11.31,29.09,142.69,11.33,25.52,97.89,11.42,12.02,87.89,11.45,19.94,122.53,11.39,12.11,99.69,0.2208,28.46,105.92,50.66,20.08,102.42,5.55,24.98,131.47,0.051,26.44,79.25,0.079,10.26,95.77,0.044,29.54,64.76,0.064,24.68,83.81,0.061,12.52,95.11,0.22,25.69,113.48,0.22,29.14,104.27,0.197,11.39,106.72,0.18,19.68,78.01,0.257,15.15,104.9,23.06,11.15,96.37,23.01,21.22,110.75,23.18,14.54,101.95,23.09,27.91,22.94
OK,16.77,148.36,54.48,21.5,78.21,11.31,16.64,115.09,11.39,20.72,86.27,11.42,21.66,96.77,11.39,19.94,74.24,11.4,17.92,111.54,0.2209,19,93.78,28.68,21.44,92.93,-38.797,21.11,94.68,0.051,14.16,80.88,0.061,20.84,86.58,0.054,20.44,91.5,0.051,11.14,77.06,0.044,29.08,64.01,0.348,26.74,87.71,0.192,20.05,115.54,0.252,29.15,119.56,0.19,16.6,74.09,0.239,17.25,94.06,23.08,15.25,92.67,23,29.09,60.46,23.15,10.58,103.43,23.07,24.34,22.94
OK,25.26,83.88,54.19,23.15,79.4,11.33,24.71,117.03,11.33,27.13,64.88,11.4,24.18,117.21,11.42,28.54,91.07,11.42,20.91,85.06,0.2202,29.1,102.8,-2.44,12.5,76.68,-16.752,12.75,87.77,0.046,28.46,72.07,0.069,12.39,122.21,0.066,11,130.59,0.051,24.9,91.04,0.061,14.51,112.24,0.239,20.71,56.91,0.237,10.74,73.86,0.323,21.49,102.61,0.207,16.49,90.98,0.249,15.65,95.67,23.08,10.19,47.49,22.99,21.75,89.61,23.13,19.37,96.43,23.08,29.92,22.95
OK,28.02,106.51,54.27,27.81,93.56,11.33,27.74,99.88,11.31,15.62,91.16,11.39,10.09,62.03,11.45,20.54,65.1,11.42,14.39,94.88,0.2205,14.95,104.61,158.7,28.67,85.6,35.251,14.09,117.62,0.066,29.61,102.09,0.069,20.01,111.57,0.076,10.2,93.07,0.059,24.17,125.08,0.054,27.23,83.54,0.237,21.11,104.3,0.2,10.72,111.12,0.259,26.15,79.76,0.229,13.34,90.6,0.252,21.91,115.83,23.09,29.77,109.22,23,13.13,116.06,23.17,13.35,81.63,23.07,28.59,22.92
OK,22.64,77.54,54.23,13.06,121.2,11.31,26.31,110.73,11.33,13.92,86.43,11.42,10.5,129.17,11.45,29.39,105.11,11.42,24.68,88.16,0.2202,21.37,82.48,73.24,16.76,120.99,4.728,18.15,77.02,0.049,26.63,66.55,0.064,24.28,106.55,0.059,17.68,92.25,0.056,13.44,81.68,0.056,21.15,109.79,0.227,22.51,100.28,0.227,13.89,116.53,0.294,14.48,74.16,0.202,26.94,126.33,0.205,11.97,105.79,23.08,11.35,122.22,23,10.42,89.56,23.16,22.82,73.58,23.08,20.16,22.94
OK,17.45,93.25,54.39,11.64,51.05,11.31,23.86,76.62,11.33,13.6,127.93,11.38,24.55,75.38,11.42,17.91,70.78,11.45,28.27,137.95,0.2201,20.02,113.46,11.59,25.59,121.1,-44.45,29.16,69.27,0.054,18.56,113.43,0.069,12.91,99.16,0.049,28.96,77.93,0.049,15.89,70.54,0.064,28.95,40.43,0.215,11.45,92.16,0.187,23.48,64.76,0.296,25.39,115.61,0.22,26.28,60.68,0.267,19.64,135.26,23.07,23.05,133.71,22.99,25.23,96.82,23.17,19.78,137.57,23.09,21.84,22.92
OK,22.74,133.8,53.58,26.09,112.69,11.31,27.07,112.54,11.35,10.9,93.19,11.42,26.6,137.72,11.4,13.11,75.02,11.4,13.22,108.53,0.2201,15.69,112.67,61.03,19.87,103.79,1.901,18.91,119.14,0.054,11.07,133.65,0.056,14.42,93.7,0.056,24.12,111.91,0.049,12.45,90.73,0.051,23.42,106.58,0.237,23.7,89.05,0.163,14.12,102.17,0.341,24.07,92.66,0.2,29.44,100.88,0.232,27.13,97.55,23.09,13.4,96.23,22.98,24.9,100.18,23.13,19.07,129.21,23.07,16.6,22.94
OK,11.02,66.69,54.14,29.13,50.58,11.33,18.61,84.58,11.33,20.12,128.05,11.42,10.09,67.82,11.42,15.94,95.98,11.47,19.85,126.56,0.2207,12.84,69.68,-28.07,21.96,109.4,-49.024,18.13,93.34,0.056,26.96,100.91,0.059,28.46,58.09,0.066,14.77,86.46,0.051,21.31,111.84,0.039,27.49,89.09,0.316,29.33,151.16,0.215,25.37,125.53,0.323,29,62.53,0.22,16.96,86.37,0.222,15.68,67.12,23.09,24.19,88.71,23.01,23.14,123.18,23.13,24.26,105.16,23.06,15.33,22.94
OK,20.18,103.02,54.64,25.29,103.44,11.3,23.18,88.61,11.3,15.56,109.44,11.42,17.28,126.89,11.42,18.63,59.96,11.42,21.25,111.17,0.2203,27.67,112.88,30.51,25.86,97.81,-11.716,23.53,98.27,0.056,24.78,86.64,0.061,22.96,111.84,0.086,22.94,101.39,0.059,10.98,114.33,0.059,15.81,115.32,0.173,26.37,81.74,0.185,13.36,110.14,0.271,23.78,99.19,0.182,17.14,78.92,0.242,23.13,123.93,23.1,29.3,125.12,22.98,29.93,94.22,23.13,16.54,96.61,23.08,24.26,22.91
OK,17.14,112.29,54.15,24.23,104.38,11.31,27.63,104.22,11.31,17.59,129.64,11.42,11.3,100.46,11.4,15.17,108.32,11.4,14.03,92.57,0.2204,22.63,147.36,40.28,25.33,85.79,-41.522,18.56,81.61,0.049,23.3,59.09,0.066,23.22,104.38,0.051,16.97,101.54,0.061,25.67,82.42,0.054,17.84,61.22,0.296,18.02,99.99,0.173,20.84,88.56,0.341,24.51,109.58,0.205,14.4,103.32,0.249,25.56,119.67,23.09,16.73,99.27,23.01,12.51,109.39,23.15,14.07,113.78,23.08,22.06,22.93
OK,22.91,79.44,54.27,23.49,108.65,11.31,14.32,88.78,11.33,14.27,101.37,11.42,18.91,103.28,11.42,25.6,56.74,11.42,24.72,119.05,0.2203,12.52,98.8,-45.77,13.37,121.99,-32.786,10.8,68.76,0.054,16.34,134.07,0.071,27.55,109.93,0.056,12.02,124.69,0.081,19.37,79.1,0.059,19.7,121.1,0.215,21.9,112.02,0.165,22.57,126.16,0.276,28.81,140.25,0.21,29.81,114.71,0.234,21.77,89.98,23.12,15.51,102.1,22.99,27.15,122.57,23.18,23.99,70.23,23.08,29.53,22.92
OK,17.08,100.71,53.27,17.13,88.57,11.31,26.99,106.02,11.31,11.44,120.05,11.4,12.93,95.22,11.4,20.91,111.53,11.42,11.94,97.67,0.2206,20.13,91.06,86.67,29.61,150.66,-9.506,17.52,116.07,0.056,11.39,100.96,0.066,24.47,131.86,0.059,13.61,80.13,0.046,12.96,113.39,0.049,10.96,122.3,0.257,19.45,100.79,0.222,19.16,101.36,0.338,27.02,98.2,0.217,26.95,106.45,0.207,15.07,91.41,23.05,27.25,120.93,22.97,23.17,103.73,23.14,15.79,146.2,23.05,24.1,22.9
OK,23.41,87.63,53.48,22.91,100.16,11.31,27.47,135.88,11.35,19.67,122.34,11.42,22.41,88.58,11.42,10.35,102.75,11.45,17.48,98.85,0.2203,22.71,118.56,-26.24,26.94,96.38,-53.855,15.58,119.85,0.046,15.05,103.97,0.061,28.22,146.62,0.064,20.96,100.43,0.039,27.73,91.47,0.051,18.47,128.77,0.242,23.31,84.75,0.215,25.67,98.33,0.356,16.02,95.44,0.178,28.46,72.8,0.239,25.24,92.87,23.08,28.95,88.73,22.98,22.16,91.96,23.15,13.64,98.34,23.08,12.38,22.91
OK,27.14,111.59,54.65,13.34,112,11.31,17.21,111.55,11.33,11.66,144.62,11.4,24.55,97.68,11.4,19.93,87.97,11.45,17.32,99.63,0.2203,29.86,72.47,42.72,24.62,97.95,0.411,27.17,93.05,0.049,26.4,105.7,0.069,18.28,105.18,0.076,21.37,68.26,0.049,14.42,93.74,0.044,26.79,57.24,0.38,28.53,111.22,0.229,25.47,90.2,0.271,28.15,116.54,0.227,15.56,89.02,0.269,12.02,142.87,23.1,12.25,119.31,22.99,20.54,71.18,23.16,28.72,107.42,23.08,28.52,22.89
OK,27.2,84.54,54.65,18.62,87.3,11.31,12.52,110.96,11.33,15.4,120.53,11.42,13.22,104.39,11.4,13.95,99.6,11.5,14.75,66.57,0.2205,13.8,95.09,70.19,24,104.45,-17.985,25.44,95.32,0.051,21.63,112.55,0.069,15.63,93.37,0.061,21.77,75.32,0.069,28.87,125.09,0.064,18.05,114.97,0.242,10.09,114.57,0.18,12.43,119.06,0.348,27.51,139.46,0.202,23.54,96.3,0.239,24.01,127.44,23.08,17.43,93.49,23,16.57,108.84,23.16,27.74,106.79,23.07,12.08,22.89
OK,23.48,109.71,118.13,21.05,103.61,11.33,23.49,119.88,11.31,27.52,86.74,11.4,17.91,104.63,11.4,12.39,120.78,11.45,15.8,92.51,0.2204,16.03,127.93,134.28,28.38,95.46,9.968,17.25,108.8,0.069,19.1,59.83,0.059,19.58,76.04,0.084,10.08,108.47,0.054,18.47,89.94,0.046,11.91,84.42,0.207,23.83,113.84,0.205,10.1,100.51,0.264,26.52,88.78,0.19,26.47,85.1,0.289,14.55,96.49,23.07,10.82,124.88,22.97,27.43,119.74,23.13,21.24,131.77,23.05,13.7,22.92
OK,13.36,108.39,54.17,25.11,67.23,11.33,17.52,105.18,11.33,26.89,90.37,11.45,13.29,83.81,11.4,20.45,93.23,11.42,21.46,108.69,0.2202,14.53,89.38,35.4,26.98,87.72,3.391,20.96,123.06,0.061,24.14,83.5,0.059,19.43,106.28,0.074,28.09,92.44,0.056,22.44,60.7,0.044,19.05,86,0.267,15.15,62.12,0.217,14.79,120.19,0.274,15.2,92.67,0.237,12.52,107.61,0.249,18.41,80.73,23.07,25.6,110.53,22.98,11.49,91.73,23.16,18.67,102.26,23.06,21.69,22.92
OK,20.05,86.66,54.36,21.22,144.13,11.33,10.01,78.75,11.33,22.59,92.49,11.5,28.79,121.47,11.4,25.59,77.85,11.42,15.22,114.89,0.2205,16.15,115.96,42.11,26.11,77.85,27.082,19.99,113,0.051,22.07,100.09,0.061,20.72,92.58,0.079,20.73,106.81,0.084,23.81,115.45,0.051,22.52,105.08,0.21,27.78,110.82,0.237,11.84,98.96,0.274,19.93,85.15,0.217,24.94,94.01,0.222,19.11,101.23,23.09,11.07,92.18,22.97,25.29,77.15,23.12,27.17,93.45,23.07,13.54,22.91
OK,24.53,100.23,53.45,26.2,82.05,11.3,27.07,86.93,11.33,15.86,131.1,11.45,20.72,93.83,11.42,20.25,81.86,11.4,12.17,64.59,0.2207,21.52,103.83,77.51,23.72,127.91,-14.748,29.34,102.52,0.056,19.69,140.02,0.069,13.24,96.19,0.056,14.45,81.37,0.064,12.4,107.53,0.059,22.37,80.76,0.262,23.09,105.26,0.259,18.44,80.53,0.348,14.41,75.79,0.217,27.63,124.31,0.239,28.21,74.93,23.09,10.23,117.17,22.96,29.94,78.75,23.12,27.76,63.24,23.04,22.26,22.92
OK,24.5,91.35,53.48,23.93,110.36,11.31,23.81,80.9,11.33,25.22,140.42,11.42,24.6,120.54,11.4,27.85,74.95,11.42,24.66,88.11,0.2206,26.62,95.42,6.71,19.04,55.25,-23.638,13.85,64.33,0.054,19.38,73.56,0.069,26.02,71.05,0.084,27.71,118.74,0.056,25.07,110.06,0.046,21.31,98.57,0.215,15.44,92.66,0.331,20.61,121.62,0.257,29.17,87.25,0.195,16.78,131.18,0.229,19.5,101.36,23.08,14.68,69.75,22.97,11.38,105.8,23.16,28.64,82.69,23.04,17.79,22.93
OK,20.05,105.64,53.55,18.49,70.77,11.35,19.42,82.33,11.33,21.94,87.45,11.42,22.14,123.53,11.4,13.53,82.85,11.45,26.61,71.31,0.2203,11.2,103.75,75.68,23.66,110.21,1.593,13.35,124.32,0.059,26.44,95.67,0.059,25.25,111.9,0.086,23.98,86,0.049,23.28,140.47,0.049,16.85,109.96,0.215,21.93,124.82,0.187,12.37,109.99,0.311,25.69,102.88,0.217,19.9,77.93,0.227,15.25,79.05,23.08,23,114.45,22.99,11.19,94.15,23.13,15.76,92.11,23.09,14.85,22.91
OK,22.59,104.96,54.61,14.3,111.7,11.35,15.39,86.72,11.31,25.6,102.61,11.42,15.97,105.51,11.4,22.8,102.61,11.42,14.73,77.3,0.2202,13.28,97.66,-156.25,21.55,73.06,-63.567,17.33,119,0.051,27.79,71.93,0.079,16.59,101.56,0.111,25.84,89.35,0.061,15.46,103.79,0.056,24.2,79.34,0.356,14.41,118.32,0.19,17.47,48.25,0.279,10.62,85.83,0.217,13.51,101.13,0.234,17.11,85.14,23.07,13.22,66.44,22.98,25.05,93.88,23.13,27.63,64.63,23.07,23.41,22.94
OK,24.46,98.21,54.62,24.94,89.8,11.31,25.2,83.89,11.33,20.2,72.94,11.4,21.7,90.77,11.42,22.93,123.91,11.42,22.69,136.4,0.2198,28.14,79.93,86.06,23.26,120.09,6.731,28.67,100.12,0.054,15.78,104.84,0.084,11.7,94.01,0.054,11.37,107.74,0.061,17.92,96.56,0.037,13.9,127.41,0.195,16.67,72.17,0.242,22.64,99.51,0.281,24.03,135.09,0.207,24.86,89.84,0.239,11.8,129.33,23.07,27.43,106.76,22.97,14.42,97.51,23.15,11.76,84.46,23.07,23.45,22.9
OK,27.27,97.15,61.21,24.88,106.29,11.31,28.59,123.01,11.31,11.05,111.09,11.47,24.43,123.44,11.4,14.15,92.97,11.4,26.59,91.44,0.2203,18.94,86.38,-24.41,22.37,96.96,-12.539,13.07,109.01,0.056,12.4,137.62,0.066,16.92,124.86,0.054,15.31,80.09,0.086,13.14,82.99,0.074,19.45,122.93,0.229,15.74,94.56,0.192,11.19,116.57,0.306,12.68,123.33,0.222,25.62,71.51,0.252,25.37,87.45,23.08,24.29,60.39,22.96,23.97,89.02,23.13,25.53,79.98,23.04,11.94,22.88
OK,29.4,116.85,54.4,10.94,66.97,11.31,17.78,105.17,11.35,23.35,83.22,11.45,20.78,100.99,11.4,23.36,97.98,11.42,15.21,97.29,0.2201,14.61,72.25,31.74,14.96,82.53,-0.205,29.21,98.54,0.054,11.23,90.85,0.051,12.97,84,0.103,15.13,127.29,0.051,26.38,75.06,0.064,16.1,91.76,0.18,12.75,117.09,0.222,21.5,109.54,0.291,11.86,92.6,0.2,13.28,84.24,0.192,27.04,83.71,23.06,22.49,80.47,22.98,17.08,59.93,23.12,12.7,87.27,23.05,16.07,22.9
OK,24.02,87.46,53.62,27.08,82.55,11.33,10.48,114.96,11.37,26.07,93.19,11.42,15.99,94.47,11.45,18.79,126.17,11.4,12.34,108.81,0.2204,29.74,90.51,-92.16,19.68,132.84,-40.339,12.38,65.41,0.069,21.38,71.23,0.064,20.47,106.95,0.064,28.74,86.52,0.066,26.05,92.12,0.051,14.78,101.7,0.217,22.4,76.32,0.207,11.75,111.98,0.301,10.26,70.73,0.254,12.43,80.92,0.257,24.77,94.03,23.09,15.84,99.77,22.98,27.19,103.97,23.13,17.06,72.07,23.05,15.7,22.89
OK,22.85,88.98,53.66,24.76,99.02,11.33,11.92,97.58,11.33,11.77,85.38,11.45,15.35,101.95,11.42,18.34,134.38,11.42,22.73,99.85,0.2202,28.53,81.87,-37.23,29.98,99.74,-18.448,25.96,86.83,0.051,12.01,80.78,0.074,10.66,99.82,0.093,13.04,110.1,0.064,18.39,83.33,0.037,24.18,103.17,0.237,14.77,133.85,0.21,18.24,86.76,0.212,15.83,99.1,0.212,29.41,80.77,0.281,22.6,76.71,23.07,15.04,79.75,22.97,15.18,89.61,23.13,18.43,93.04,23.02,13.08,22.89
OK,25.13,109.53,54.67,19.47,103.95,11.35,27.4,130.22,11.33,12.45,107.56,11.4,20.73,85.66,11.42,25.53,92.94,11.42,21.57,102.57,0.2208,18.33,78.56,52.49,26.86,138.2,-0.102,15.29,84.68,0.059,14.8,115.37,0.064,24,118.75,0.061,12.97,146.05,0.089,12.71,109.21,0.054,28.72,100.23,0.299,18.58,117.87,0.185,25.74,122.08,0.314,29.12,96.52,0.207,15.8,63.49,0.252,28.59,95.97,23.04,21.92,86.92,22.94,15.05,103.7,23.12,25.2,68.54,23.07,28.09,22.92
